country,room_type,traveler_type,nr_nights,year,month,score,full_review,emotion,emotion_score,year_month
Portugal,Single Room,Solo traveller,1,2024,4,5.0,"Passable The kindness of the staff The clime does not have an individual remote control which forces us to call the reception to request its activation as well as any need for ""change"" temperature. It was really very hot in the room when I arrived",neutral,0.6281899809837341,2024-04
Italy,Single Room,Solo traveller,2,2024,4,7.0,"Good The room was clean. The kind staff. I recommend it only for the price The breakfast was very Spartan, with very little choice. The room had everything but it was old. The shutter did not work.",neutral,0.6586402654647827,2024-04
Portugal,Single Room,Solo traveller,1,2024,4,7.0,"Good Great location, next to the São João Hospital and the means of transport. Good quality/price ratio. No issues mentioned.",joy,0.4625857174396515,2024-04
Portugal,Single Room,Solo traveller,2,2024,4,5.0,"Very friendly employees, but very old facilities. Location The facilities are very old, needing remodeling. The poor quality mattress. The sewage of the room was damaged.",disgust,0.9284420013427734,2024-04
Portugal,Double Room,Family,2,2024,3,7.0,"Good Location There was no hygienic paper, I had to ask for the reception and the air conditioner would not work with the command, I had to go to the reception as well.",disgust,0.3828268349170685,2024-03
Portugal,Double Room,Couple,3,2024,3,7.0,"Good The bedroom is comfortable, cleaning and very pleasant breakfast No issues mentioned.",joy,0.899735152721405,2024-03
Portugal,Twin Room,Couple,1,2024,3,5.0,Need reforms in the building and electrical installations Location Light lacked all the time at the hotel,sadness,0.8100024461746216,2024-03
Portugal,Double Room,Couple,2,2024,3,7.0,"Good Attentive staff, breakfast is also good, good cleaning. It is a little outdated.",neutral,0.7840896844863892,2024-03
Spain,Single Room,Solo traveller,1,2024,3,7.0,Good The staff was very friendly Uncomfortable bed I had to close the blind to down since you could enter the terraces to any room. Very old hotel,joy,0.5393579006195068,2024-03
Brazil,Double Room,Couple,1,2024,2,6.0,"Acceptable I liked it was very close to the hospital São João, because I went there for that reason. I liked the affordable price, the breakfast was good. The bed was not comfortable, pillow looked like a paper, the air conditioner in the room where we stayed did not work,",joy,0.493459552526474,2024-02
Portugal,Double Room,Couple,1,2024,3,7.0,"Good Bed, cleaning. Bad pillow. I woke up with neck pain. No control to turn on air conditioning.",sadness,0.8106160759925842,2024-03
Portugal,Double Room,Couple,1,2024,2,7.0,Good Service. Very friendly employees. And pleasant room Could have television in the room,joy,0.9271869659423828,2024-02
Brazil,Double Room,Couple,7,2024,2,6.0,"Very good The location and parking always available free. The door was damaged, the shower was damaged (glued with the wall) causing the water to run down the wall/floor.",sadness,0.3633233606815338,2024-02
Spain,Double Room,Family,1,2024,1,6.0,Pleasant Excellent breakfast and staff. The room quite old and poor. You need a tuning. The room and bathroom appearance,joy,0.6739875674247742,2024-01
Portugal,Single Room,Solo traveller,1,2024,2,6.0,"Pleasant The location is very good, all transports are close. There are many cafes and restaurants, supermarkets around. The team is friendly and polite. . Breakfast is good, fresh bread and croissants, muffins, butter, jam, nutella, ham, cheese, coffee and tea. The room is quite spacious, but the furniture and plumbing are so outdated that they were seen in pre-revolutionary times. The taps are all leaking and the bathroom drain needs to be cleaned; The water flows very badly.",disgust,0.7290098667144775,2024-02
Portugal,Twin Room,Family,2,2024,1,7.0,Good No highlights mentioned. The room in my view needs a remodeling.,neutral,0.6795528531074524,2024-01
Italy,Double Room,Family,8,2024,1,7.0,"Too essential. Services to be enhanced for a better stay. The structure is close to the metro that connects in a functional way with the center and the staff was really kind to try to satisfy my requests. Breakfast both sweet and savory was very tasty. Next to the structure I tried a restaurant that offers excellent meat I recommend. There are no fundamental services and others were very limited ... these points should be reviewed:
 - There is an air conditioner in the room but not the radiators (which is inconceivable for me for a modern hotel structure in the middle of winter)
- cleaning the room made only on request
- The lack of hairline for the hair in the room
- old and/or broken wooden furniture (it would be enough to call a carpenter or go to Ikea to take new ones at low costs)
- the lack of lift to go up to the plans and nobody who helps you to bring your luggage
All this should be improved to allow guests to live the stay with less stress.

I would come back but to stay there only a couple of days in the summer season because overall the price was decidedly advantageous.
For the other periods of the year it is necessary that the structure will update as soon as possible to cope with the deficiencies found.",neutral,0.30633544921875,2024-01
Portugal,Double Room,Family,2,2023,12,6.0,"Pleasant Location 
Breakfast Remote control of the air conditioner is at the reception
Electricity Taking out of the wall
WC Door doesn't close
Very old and dust blankets",neutral,0.35514897108078003,2023-12
Portugal,Double Room,Couple,1,2023,12,7.0,"Good Good breakfast, very comfortable room. The television did not work, and the toilets of the toilet and loose.",sadness,0.5995738506317139,2023-12
Portugal,Single Room,Solo traveller,1,2023,12,5.0,Passable The excellent service by Patrick WC Cleaning,neutral,0.6861813068389893,2023-12
Brazil,Double Room,Family,4,2023,10,5.0,"Passable No highlights mentioned. Hotel without an elevator, with 8 -month -old baby and bags was horrible the access to the bedroom (several bids of stairs to climb - there is no room on the ground floor). The control of the heater/ air conditioning does not leave in the room, the control has to stay at the reception, even asking to leave in the room, they say it is the standard of the establishment, that is, if in the middle of the night you feel cold or heat you have to go down the stairs call the person from the reception, which is totally inconveniently is at the bedroom door with the control in hand adjusting the temperature. Horrible procedure. The guest has to be comfortable in the room, turn on / off / control the temperature as it suits it.",fear,0.6842948794364929,2023-10
Spain,Single Room,Solo traveller,2,2023,11,6.0,"Pleasant Breakfast It was very cold in the room, there was no toilet paper, the terrace was full of butts and ash, and water from the water",disgust,0.9154716730117798,2023-11
Brazil,Double Room,Solo traveller,5,2023,11,7.0,"Very good for the price, but it is not so comfortable, and the cleaning of the rooms could be better Very attentive reception, educated employees. Good breakfast, 24h service, well located for me (near Metro, bus) and near the University of Porto! The floor of the bedrooms seemed a little greasy, a little old bed. Room smelling ""closed"" (for allergic I do not recommend much ...)",disgust,0.7643778920173645,2023-11
Portugal,Double Room,Couple,1,2023,11,5.0,Ok Room Organization. Hard -to -relationship employees.,neutral,0.4266746938228607,2023-11
Spain,Double Room,Family,3,2023,11,5.0,Good location and simple for its price Location and price. The facilities are old and precarious.,neutral,0.6357606649398804,2023-11
Portugal,Single Room,Solo traveller,4,2023,10,5.0,"Renovation to be expected from the room. The hostesses are always very pleasant and dedicated. The room with balcony. Breakfast. Air conditioning, television, small desk, cabinet in the room. Proximity to a bus and metro station at around 10 minutes on foot which allows access to the heart of the city of Porto without moving its vehicle. Good restaurant 30 meters from the hotel and various small fast restorations to help out in the street. The room needs a renovation because some paintings or plasters are closed and the bathroom is aging. The acoustics are far from perfect because we hear customers adjoining the room. 
It is indicated on Booking that there is a parking lot, there is no private parking or public. (To be removed from advertising). You have to find a place in the street. During the day it's rather difficult but in the evening it's surprising, there are always places. The price paid: it was 1, € 80 to my previous night in a upper hotel with parking, elevator and quality services but outside Porto. So everything relates only to the renovation to be resumed quickly.",joy,0.872562050819397,2023-10
Portugal,Twin Room,Family,1,2023,11,6.0,"Pleasant Near the hospital that was the most interested
Clean It has no elevator and part of the stairs are in snail, making it difficult to access people with reduced mobility
It is very old, noting in the doors, walls, dishes of the bathroom ... 
The blanket that has in the closet is very old, nor do I want to take it",sadness,0.6131130456924438,2023-11
Portugal,Twin Room,Family,1,2023,10,5.0,"Breakfast is top! Breakfast is very good! The room needs a good remodeling, painting, air conditioning did not work, very small bathroom and needing works, very noisy self -cellet, bed with hair in the sheets… clean but widely used bath towels. 2 beds in the room and only a blanket in the closet.",sadness,0.28626593947410583,2023-10
Morocco,Double Room,Family,5,2023,10,5.0,Passable Staff+location Humidity,neutral,0.8305089473724365,2023-10
Portugal,Single Room,Solo traveller,1,2023,10,6.0,"Pleasant No highlights mentioned. Much noise, minimal cleaning",sadness,0.9427918195724487,2023-10
Spain,Double Room,Group,4,2023,10,7.0,"Normal Breakfast was very good I had no more service, you couldn't take anything or snack",joy,0.4013707637786865,2023-10
