country,room_type,traveler_type,nr_nights,year,month,score,title_review_en,pos_review_en,neg_review_en
united states,comfort king room,couple,3,2024,5,8.0,first class!!!,"the room was nice and the view is expectacular. the restaurant is amazing, delicious food with beautiful presentation.  a very nice experience.",no review
united states,comfort single room,solo traveller,1,2024,4,8.0,comfortable stay and good location to walk around one of the centers of porto,"appreciated the quiet atmosphere, the cleanliness and nice staff. the outdoor portion of the rooftop bar was a bit smaller than originally believed but still a good experience.",hallways were a bit dark and gloomy but the rooms were cozy and brighter.
spain,plus comfort suite,family,4,2024,5,10.0,"incredible hotel, staff and amenities brilliant",location was good a close to the centre 10 minute walk. rooms spacious and clean beds very comfortable and tv in many languages already set so easy to relax before bed and catch up on weather and news. buffet breakfast good selection of food available. only bad point i a sin gluten diet. and selection of breads and pastries was not very big.,bigger selection of gluten free breads and pastries would be excellent.but really not so much of a problem.
united kingdom,comfort double room,couple,4,2024,5,10.0,really enjoyed our time in porto staying at dom henrique,great location with main attractions within walking distance. comfortable room with great shower excellent breakfast,we were happy with all aspects of our stay - no complaints whatsoever
france,comfort twin room,family,2,2024,5,9.0,"comfort, kindness, nice location! perfect","the kindness of the staff, the location and the large room.",the quality of the breakfast (notably the bread and the croissants/pains au chocolat not really tasty).
germany,suite premium deluxe,solo traveller,2,2024,4,8.0,very good,no review,break fast not enough variety and salty dishes.
switzerland,comfort single room,solo traveller,2,2024,4,9.0,"great value, comfortable and comfortable in quiet area.","it seemed renovated and the lobby was really nice. the breakfast buffet was delicious with a lot of variety. the room i stayed had a balcony and the bed was comfortable. it was walking distance from the center, 15 minute walk to the cathedral and there was a metro station 6 min walking where you can take the metro to the airport.  the sao bento market was 2 blocks away and i ate in a really good restaurante 2 min walking (vaccarum).  would definitely recommend this hotel!!",no review
canada,comfort king room,family,4,2024,4,10.0,exceptional,"spacious room , lovely balcony. wonderful breakfast. courteous staff.",nothing
portugal,comfort single room,group,2,2024,2,8.0,very good,the hotel restaurant is very good and the staff was nice and polite,no review
iceland,comfort king double room with romantic package,couple,4,2024,4,9.0,fireworks  in,"the restaurant and the food, the servants were excellent and helpful.","when i woke up around 00,05 and there was fireworks  and bombs, and i couldn't go to sleep for 1 and 1/2 hour. i wish they had told me about a party before i went to the room, so i could have prepared myself, i went to sleep around 22:00, but the breakfast tables saved the day, thumbs up ."
iceland,comfort single room,solo traveller,1,2024,4,10.0,exceptional,"from the outside the hotel looks rather scary but do not fear. as soon as you enter you are welcomed by a friendly and professional staff and nice ambience. the hotel has been renovated and refurbished so everything inside is elegant, clean and new. the bed is very comfortable and the views exceptional (i stayed on the 15th floor). the breakfast buffet was good. the location is just great, close to the metro so very easy to get to from the airport and in walking distance from major attractions. the rooftop bar is amazing. highly recommend and if i come to porto again i will definitely go there again. good value for money.",no review
ireland,plus comfort suite,couple,4,2024,4,10.0,would highly recommend and would stay there again,professional staff and very welcoming. clean and comfortable. excellent views of the city. loved the rooftop bar and restaurant.,no review
united kingdom,comfort single room,solo traveller,5,2024,3,9.0,superb,"location within walking distance of main attractions and metro station which was easy to use to get to the beach for the day. wonderful cafe nearby for breakfast if not included in your stay, or popping into buy pastries on way back to hotel . hotel and room were very clean with all the toiletries i needed in the bathroom. wonderful views of the city from my room, and the top floor, where i sat outside one evening and watched the sun go down with a drink. breakfast selection extremely good, check in staff very helpful and friendly, although the bar staff could be a little more friendlier, but certainly were not rude. as a solo female traveller for 4 nights i felt absolutely safe at all times walking around (although i did not venture out once it became dark....too exhausted after a day of being a tourist!) highly recommend this hotel, had a wonderful stay here and would certainly book again without any hesitation.",nothing.....wonderful stay from the minute i walked through the doors.
spain,comfort king room,couple,3,2024,3,9.0,great option for city centre porto,"great location just a few minutes walk from the new food market and main city areas. the room was quiet, very clean and comfortable and the bathroom was a 10/10. the rooftop bar restaurant was very stylish and comfortable to hang out and unwind after a day walking around. we used the public car park across the street which looks a bit run down but was actually very safe and efficient.","nothing, would stay again"
