country,room_type,traveler_type,nr_nights,date,year,month,score,title_review_en,pos_review_en,neg_review_en
Italy,Double Room,Family,8,January 2024,2024,January,7.0,Too essential. Services to be enhanced for a better stay.,The structure is close to the metro that connects in a functional way with the center and the staff was really kind to try to satisfy my requests. Breakfast both sweet and savory was very tasty. Next to the structure I tried a restaurant that offers excellent meat I recommend.,There are no fundamental services and others were very limited ... these points should be reviewed:  - There is an air conditioner in the room but not the radiators (which is inconceivable for me for a modern hotel structure in the middle of winter) - cleaning the room made only on request - The lack of hairline for the hair in the room - old and/or broken wooden furniture (it would be enough to call a carpenter or go to Ikea to take new ones at low costs) - the lack of lift to go up to the plans and nobody who helps you to bring your luggage All this should be improved to allow guests to live the stay with less stress.  I would come back but to stay there only a couple of days in the summer season because overall the price was decidedly advantageous. For the other periods of the year it is necessary that the structure will update as soon as possible to cope with the deficiencies found.
Portugal,Double Room,Family,2,December 2023,2023,December,6.0,Pleasant,Location  Breakfast,Remote control of the air conditioner is at the reception Electricity Taking out of the wall WC Door doesn't close Very old and dust blankets
Portugal,Double Room,Couple,1,December 2023,2023,December,7.0,Good,"Good breakfast, very comfortable room.","The television did not work, and the toilets of the toilet and loose."
Portugal,Single Room,Solo traveller,1,December 2023,2023,December,5.0,Passable,The excellent service by Patrick,WC Cleaning
Brazil,Double Room,Family,4,October 2023,2023,October,5.0,Passable,No review,"Hotel without an elevator, with 8 -month -old baby and bags was horrible the access to the bedroom (several bids of stairs to climb - there is no room on the ground floor). The control of the heater/ air conditioning does not leave in the room, the control has to stay at the reception, even asking to leave in the room, they say it is the standard of the establishment, that is, if in the middle of the night you feel cold or heat you have to go down the stairs call the person from the reception, which is totally inconveniently is at the bedroom door with the control in hand adjusting the temperature. Horrible procedure. The guest has to be comfortable in the room, turn on / off / control the temperature as it suits it."
Spain,Single Room,Solo traveller,2,November 2023,2023,November,6.0,Pleasant,Breakfast,"It was very cold in the room, there was no toilet paper, the terrace was full of butts and ash, and water from the water"
Brazil,Double Room,Solo traveller,5,November 2023,2023,November,7.0,"Very good for the price, but it is not so comfortable, and the cleaning of the rooms could be better","Very attentive reception, educated employees. Good breakfast, 24h service, well located for me (near Metro, bus) and near the University of Porto!","The floor of the bedrooms seemed a little greasy, a little old bed. Room smelling ""closed"" (for allergic I do not recommend much ...)"
Portugal,Double Room,Couple,1,November 2023,2023,November,5.0,Ok,Room Organization.,Hard -to -relationship employees.
Spain,Double Room,Family,3,November 2023,2023,November,5.0,Good location and simple for its price,Location and price.,The facilities are old and precarious.
Portugal,Single Room,Solo traveller,4,October 2023,2023,October,5.0,Renovation to be expected from the room.,"The hostesses are always very pleasant and dedicated. The room with balcony. Breakfast. Air conditioning, television, small desk, cabinet in the room. Proximity to a bus and metro station at around 10 minutes on foot which allows access to the heart of the city of Porto without moving its vehicle. Good restaurant 30 meters from the hotel and various small fast restorations to help out in the street.","The room needs a renovation because some paintings or plasters are closed and the bathroom is aging. The acoustics are far from perfect because we hear customers adjoining the room.  It is indicated on Booking that there is a parking lot, there is no private parking or public. (To be removed from advertising). You have to find a place in the street. During the day it's rather difficult but in the evening it's surprising, there are always places. The price paid: it was 1, EUR 80 to my previous night in a upper hotel with parking, elevator and quality services but outside Porto. So everything relates only to the renovation to be resumed quickly."
Portugal,Twin Room,Family,1,November 2023,2023,November,6.0,Pleasant,Near the hospital that was the most interested Clean,"It has no elevator and part of the stairs are in snail, making it difficult to access people with reduced mobility It is very old, noting in the doors, walls, dishes of the bathroom ...  The blanket that has in the closet is very old, nor do I want to take it"
Portugal,Twin Room,Family,1,October 2023,2023,October,5.0,Breakfast is top!,Breakfast is very good!,"The room needs a good remodeling, painting, air conditioning did not work, very small bathroom and needing works, very noisy self -cellet, bed with hair in the sheets... clean but widely used bath towels. 2 beds in the room and only a blanket in the closet."
Morocco,Double Room,Family,5,October 2023,2023,October,5.0,Passable,Staff+location,Humidity
Portugal,Single Room,Solo traveller,1,October 2023,2023,October,6.0,Pleasant,No review,"Much noise, minimal cleaning"
Spain,Double Room,Group,4,October 2023,2023,October,7.0,Normal,Breakfast was very good,"I had no more service, you couldn't take anything or snack"
France,Double Room,Couple,4,October 2023,2023,October,6.0,Good for a short stay,Remarkably competent staff with a very great kindness,"Vetutst, but functional bathroom, room side street  Noisy"
Spain,Double Room,Couple,4,October 2023,2023,October,6.0,Vacation trip,"Good breakfast, buffet",The very old bathrooms with a lot of moisture and mold
Spain,Double Room,Family,1,October 2023,2023,October,7.0,Pleasant,Breakfast very well,It has moisture but for the price it is fine
Italy,Twin Room,Couple,10,October 2023,2023,October,5.0,Be satisfied,Breakfast,The absence of an elevator
France,Single Room,Family,1,October 2023,2023,October,5.0,Dilapidated hotel and far from everything,Available parking space,No review
Denmark,Twin Room,Solo traveller,3,September 2023,2023,September,6.0,Cheap two star hotel close to the metro.,Location 5 minutes from Metro to Center of Porto The staff was friendly and welcoming.,"In the 1st room, the shutters broke down when I tried to change them. Got another room where the shower didn't work. It was changed during the day. TV didn't work. Only one staircase to upper floors (fire risk) The cleaning forgot to put towels. Room facing the street with heavy traffic during the day."
Austria,Double Room,Family,2,September 2023,2023,September,5.0,Next year we returned to Portinari.,I mainly liked the breakfast. There was hygiene in the bedrooms and dining room.,The mattress was still spring. I had no elevator.
Spain,Double Room,Couple,2,August 2023,2023,August,7.0,Of vice,Be next to the mouth of the subway  or,The bed
United Kingdom,Twin Room,Family,1,August 2023,2023,August,7.0,Pleasant stay.,The receptionists were very friendly.,Breakfast didn't have many options. There was not even enough dishes.
Brazil,Twin Room,Couple,3,September 2023,2023,September,6.0,It wasn't good because I spent a lot of hot!,Location and Service,"Rooms have no air conditioning controls and I ended up giving up using since each time I turned on, changing the temperature or turning off I would have to call someone from the concierge, which was not viable. I offered a security to get control in the room and was not allowed. I spent three days of heat and the nights were very difficult."
Spain,Double Room,Family,1,September 2023,2023,September,5.0,Passable,Wide room,"All old and poorly maintained. Old taps, half broken handles paint in poor condition. Etc."
Angola,Double Room,Family,1,September 2023,2023,September,6.0,Pleasant,Of the breakfast and the sympathy of the employee.,Bathrooms need to update and more detailed cleaning. The Check In employee was not very attentive
Spain,Double Room,Couple,2,September 2023,2023,September,5.0,Passable,It was close to the subway and the area where I was good to park and it was quiet. Buy access to restaurants and supermarkets. Very friendly staff.,The regular facilities !! And also regular cleaning. The shower did not swallow and the TV did not work
France,Double Room,Couple,1,September 2023,2023,September,7.0,Suitable value for money,Good breakfast. Pleasant staff. Comfortable bedding.,Outside the hotel to renovate. Unattractive external environment.
Portugal,Double Room,Couple,1,August 2023,2023,August,5.0,Passable,No review,"I booked a bedroom with a porch, we had no balcony, when we arrived at the room there was only bath towel for one and I booked room for two. We went to ask for another bath towel and said they didn't. Then one of us had to clean up to the face towels. There were mold marks on the walls and ceiling and walls peeling and in very bad condition. All night was heard a noise of machinery to work that didn't let me rest. Anyway...."
